【沈阳】 2024沈阳草莓音乐节2024.07.20-07.21
【天津】 沙一汀EL 2024pogo电音节（天津欢乐谷）2024.08.17 周六 19:30
【石家庄】 2024张韶涵世界巡回演唱会-石家庄站2024.07.13 周六 19:30
【上海】 杭盖20年，依旧热爱 2024全国巡演—上海站2024.08.17 周六 20:00
【合肥】 爱玛追星•2024合肥葫芦果音乐节2024.07.13-07.14
【杭州】 新白娘子传奇30年演唱会（杭州站）2024.07.20-07.21
【邢台】 蓝池音乐节2024.07.05-07.06
【西安】 《给所有知道我名字的人》赵传2024巡回演唱会-西安站2024.07.27 周六 19:30
【武汉】 2024中岛美嘉中国巡回演唱会-武汉站2024.07.21 周日 19:30
【成都】 《GOOD SHOW》萧煌奇2024新歌演唱会2024.07.27 周六 20:00
【南京】 马頔「亿万落日里的心」2024巡演—南京站2024.08.08 周四 20:00
【北京】 【限时早鸟！】光影成歌成方圆演唱会北京 | 五棵松·爱乐汇艺术空间·都市剧场
【武汉】 蔡健雅“Let’s Depart！给世界最悠长的吻”巡回演唱会-武汉站2024.07.27 周六 19:30
【张家口】 张北草原音乐季：摇滚顽童之夜2024.07.13 周六 19:30
【石家庄】 小沈阳2024《我不！是歌手》巡回演唱会--石家庄站2024.08.17 周六 20:00
【呼和浩特】 杭盖20年，依旧热爱 2024全国巡演—呼和浩特站2024.08.03 周六 20:00
【沈阳】 马頔「亿万落日里的心」2024巡演—沈阳站2024.09.07 周六 20:00
【贵港】 港人港夜第二季：再造巅峰2024.08.03 周六 20:00
【深圳】 百威 · CREAMFIELDS 奶油田深圳站2024.07.13-07.14
【成都】 马頔「亿万落日里的心」2024巡演—成都站2024.08.24 周六 20:00
【济南】 完美时刻群星演唱会2024.07.06 周六 19:30
【青岛】 2024张信哲未来式终极版巡回演唱会-青岛站2024.07.20 周六 19:30
【中国澳门】 李克勤——我们的交响乐演唱会2024.09.21-09.22
【大同】 如梦·云SKY大同音乐节2024.07.27-07.28
【深圳】 马頔「亿万落日里的心」2024巡演—深圳站2024.08.29 周四 20:00
【西安】 连淮伟2024【极致幻想】沉浸式巡回演出西安站2024.07.20 周六 19:00
【厦门】 马思唯“黑马季节 Dark Horse Season”巡回演唱会-厦门站2024.07.06 周六 19:00
【深圳】 永庆升平2024德云社郭德纲·于谦相声专场-深圳站2024.07.19 周五 19:00
【广州】 Phil Lam 林奕匡 高山低谷 10 周年巡回演唱会 - 广州站2024.07.20 周六 19:30
【武汉】 马頔「亿万落日里的心」2024巡演—武汉站2024.08.17 周六 20:00
【杭州】 杭盖20年，依旧热爱 2024全国巡演—杭州站2024.08.23 周五 20:00
【南京】 弦子“需要多久才能看完一场日落”2024巡回演唱会-南京站2024.08.16 周五 20:00
【张家口】 张北草原音乐季2024.07.26-07.28
【长沙】 徐佳莹“变得有些奢侈的事”巡回演唱会-长沙站2024.07.20 周六 19:30
【合肥】 迪斯科女王张蔷 《蔷行世界》合肥站2024.07.26 周五 20:00
【上海】 金润吉“声音”2024全国巡回演唱会可选座
【重庆】 任意门音乐嘉年华·老友纪2024.07.06 周六 18:00
【扬州】 那年，夏天！时光音悦荟2024.07.13 周六 19:30
【武汉】 《给所有知道我名字的人》赵传2024巡回演唱会-武汉站2024.07.06 周六 19:30
【合肥】 马頔「亿万落日里的心」2024巡演—合肥站2024.08.10 周六 20:00
【广州】 姚政“我想追个梦”2024全国巡演-广州站2024.07.07 周日 20:00
【天津】 《给所有知道我名字的人》赵传2024巡回演唱会-天津站2024.08.17 周六 19:30
【宁波】 许茹芸2024《适合相爱的时辰》巡回演唱会宁波站2024.07.13 周六 19:00
【北京】 2024当我们谈论爱情梁静茹演唱会-北京站2024.07.13-07.14
【深圳】 告五人 [宇宙超有趣] 2024 SUPER LIVE TOUR 新世界巡回演唱会深圳站2024.07.20 周六 19:30
【成都】 黄绮珊「晚霞·不晚」2024巡回演唱会-成都站2024.07.13 周六 19:30
【天津】 徐子未2024pogo电音节（天津欢乐谷）2024.08.10 周六 19:30
【广州】 BY2《赛博2072》全国巡演广州站2024.07.06 周六 19:00
【深圳】 李斯丹妮「低空飞行」巡回演唱会（深圳站）2024.07.13 周六 19:30
【成都】 苏运莹「圆与自然」2024个人音乐会 成都站2024.08.10 周六 20:00
【佛山】 马頔「亿万落日里的心」2024巡演—佛山站2024.08.31 周六 20:00
【深圳】 巫启贤《红尘来去梦太傻》巡回演唱会深圳站2024.07.21 周日 19:30
【重庆】 古巨基我好钟意唱歌巡回演唱会2024重庆站2024.07.27 周六 19:00
【南京】 杭盖20年，依旧热爱 2024全国巡演—南京站2024.08.24 周六 20:00
【张家口】 2024张北草原音乐季之 叶世荣经典呈献音乐专场2024.07.20 周六 19:30
【南京】 VaVa毛衍七“勇敢” 世界巡回演唱会南京站2024.07.26 周五 19:30
【广州】 杭盖20年，依旧热爱 2024全国巡演—广州站2024.08.10 周六 20:00
【长治】 爱玛·追星 欢乐太行谷音乐节2024.07.13-07.14
【南宁】 弦子“需要多久才能看完一场日落”2024巡回演唱会-南宁站2024.08.10 周六 19:30
【深圳】 杭盖20年，依旧热爱 2024全国巡演—深圳站2024.08.09 周五 20:00
【广州】 小野丽莎2024“倾爱多彩”唱游世界音乐之旅演唱会—广州纪念专场广州 | 广州中山纪念堂
【南京】 2024蒋芸巡演 南京站南京 | 稻香音乐空间
【西安】 杭盖20年，依旧热爱 2024全国巡演—西安站2024.08.30 周五 20:00
【郑州】 杭盖20年，依旧热爱 2024全国巡演—郑州站2024.09.08 周日 20:00
【朝阳】 高进［感谢有你] 2024巡回作品演唱会LIVE-朝阳站2024.07.06 周六 19:30
【呼伦贝尔】 韭菜花音乐嘉年华2024.07.07 周日 19:30
【上海】 俞更寅「俞我一起去旅行」巡演上海站2024.07.27 周六 19:30
【广州】 刘思鉴 2024「奇迹发生前的准备工作」巡演 - 广州站2024.07.19 周五 20:00
【深圳】 AGA 江海迦ONEDERFUL LIVE 2024 巡回演唱会-深圳站2024.07.27 周六 19:30
【南京】 【七夕专场】周蕙「约定25」全国巡演-南京站2024.08.10 周六 19:30
【重庆】 杭盖20年，依旧热爱 2024全国巡演—重庆站2024.10.07 周一 20:00
【南京】 黄礼格「庆祝我们搞砸的一切」2024巡演 南京站2024.09.09 周一 20:00
【郑州】 step.jad依加「step to the cl9ud云上之地」2024巡演郑州站2024.08.04 周日 20:00
【广州】 叶炫清[ONCE]2024全国巡演广州站2024.07.19 周五 20:00
【南昌】 刘大壮 会不会3.0 心动如初”2024“全国巡演（南昌站）2024.08.03 周六 20:00
【肇庆】 2024许靖韵「This Chapter」这一章巡回音乐会——肇庆站2024.07.13 周六 20:00
【武汉】 【VIP&普通】蒋芸2024全国巡演2024.07.13 周六 20:00
【沈阳】 step.jad依加「step to the cl9ud云上之地」2024巡演沈阳站2024.08.11 周日 20:00
【重庆】 step.jad依加「step to the cl9ud云上之地」2024巡演重庆站2024.07.20 周六 20:00
【合肥】 再回首·时代经典金曲演唱会可选座
【重庆】 「赖美云的限定出逃计划」2024生日专场2024.07.27 周六 19:30
【呼和浩特】 POPMIX 呼和浩特站 ｜Taylor Swift Fan Party 酒水畅饮霉粉派对2024.07.06 周六 19:30
【中国澳门】 美依礼芽&特酷GARNiDELiA 10th anniversary stellacage tour 2024 -Link The World-中国澳门演唱会2024.08.11 周日 19:00
【海口】 迪斯科女王张蔷 《蔷行世界》海口站2024.07.12 周五 20:00
【上海】 BOY STORY「LEVEL UP!」2024 FAN-LIVE TOUR特别巡演上海站2024.07.28 周日 19:00
【上海】 BrAnTB白景屹生日限定专场 -上海专场2024.07.19 周五 20:00
【温州】 不凡演唱会（温州站）2024.07.06 周六 19:30
【厦门】 伯远2024超进化2.0超越形态全国巡回演唱会-厦门站2024.07.06 周六 19:30
【广州】 2024 ICE杨长青“LIFE”巡演-广州站2024.08.17 周六 19:30
【银川】 2024银川西夏啤酒·星空音乐节2024.07.20-07.21
【青岛】 KPOPFM青岛站返场千人KPOP派对2024.08.16 周五 20:00
【合肥】 step.jad依加「step to the cl9ud云上之地」2024巡演合肥站2024.08.03 周六 20:00
【成都】 陈雪凝「我新长出的犄角」2024全国巡演【成都生日专场】嘉宾:冯提莫&贾廷一2024.08.17 周六 20:00
【上海】 陈雪凝「我新长出的犄角」2024全国巡演上海站【嘉宾：陈俊宇&陈壹千】2024.07.05 周五 20:30
【珠海】 弦子“需要多久才能看完一场日落”2024巡回演唱会-珠海站2024.07.28 周日 19:30
【杭州】 OB03 2024 新专辑巡演 「Platinum Tour」2024.07.20 周六 20:00
【沈阳】 「我是付豪」2024沈阳专场2024.08.09 周五 19:30
【成都】 2024 ICE杨长青“LIFE”巡演-成都站2024.07.06 周六 20:00
【北京】 7.20夏日多巴胺电音节·北京站｜这个夏天，谈一场彩虹味的恋爱吧！酒水畅饮！超火HEAVEN超燃开燥2024.07.20 周六 15:00
【佛山】 RE: GRASSHOPPER草蜢巡回演唱会-佛山站2024.08.17 周六 19:00
【上海】 上海·fhana ONE MAN LIVE 巡回演唱会 20242024.07.26 周五 19:00
【西安】 2024.8.9【七夕专场·早鸟5折】台偶OST专场《流星花园》宝岛偶像剧主题曲演唱会 西安站可选座
【广州】 王菀之2024初回限定最终场广州音乐会2024.09.14 周六 20:00
【长沙】 【造音呈现】井迪「追光旅行」2024全国巡演 长沙站 嘉宾:井胧2024.07.13 周六 20:00
【杭州】 KPOPFM杭州站返场EXO专场丨爱丽的生日趴2024.08.04 周日 20:00
【湖州】 2024南溪北岸音乐节2024.07.13 周六 16:00
【苏州】 KPOPCN苏州站|千人KPOP派对2024.07.19 周五 20:00
【重庆】 蔡健雅“Let’s Depart！给世界最悠长的吻”巡回演唱会-重庆站2024.07.20 周六 19:30
【深圳】 黄礼格「庆祝我们搞砸的一切」2024巡演 深圳站2024.08.24 周六 20:00
【沈阳】 跨越二次元ACG神级动漫演唱会世界巡演——沈阳站可选座
【嘉兴】 南拳妈妈我回来了巡回演唱会嘉兴站2024.09.21 周六 19:30
【北京】 弦子“需要多久才能看完一场日落”2024巡回演唱会-北京站2024.07.13 周六 19:30
【上海】 KPOPCN上海站|千人KPOP派对2024.07.20-07.21
【中国香港】 LAST TWILIGHT FANMEETING IN HONGKONG2024.07.06 周六 17:00
【合肥】 2024 CRUSH「星座主题电音节」（合肥站）2024.07.06 周六 15:00
【重庆】 《请回答1988》韩剧主题曲演唱会可选座
【广州】 KpopFamily【YG专场】-广州首站（畅饮）2024.07.06 周六 20:00
【郑州】 三火Flame·夏季巡演郑州站2024.07.19 周五 19:30
【长沙】 刘大壮 会不会3.0 心动如初”2024“全国巡演（长沙站）2024.08.04 周日 20:00
【合肥】 KPOPBOOM合肥站返场补贴特辑｜千人KPOP派对2024.07.20 周六 20:00
【长沙】 《致敬传奇·海阔天空-纪念 beyond 经典金曲演唱会》可选座
【广州】 因为寂寞·糖妹黄山怡音乐会2024.07.20 周六 20:00
【哈尔滨】 致敬传奇·光辉岁月--纪念beyond经典金曲演唱会可选座
【武汉】 【秀动呈献】ONER 「燃点」 ON FIRE 巡演-武汉站2024.08.04 周日 19:30
【广州】 凯瑟喵「猫猫假日2.0」2024夏日巡演 广州站 嘉宾:买辣椒也用券2024.07.20 周六 20:00
【广州】 广州·时光代理人「惊喜节拍」LIVE｜2024音乐巡演2024.07.05 周五 20:00
【中山】 「乐腾演艺·粤语音乐计划」《农夫铿锵集》新歌发布演唱会-中山站2024.07.20 周六 20:00
【中国澳门】 Moon Byul 1ST WORLD TOUR IN MACAU [MUSEUM : an epic of starlit]2024.08.03 周六 19:00
【深圳】 KPOPCN深圳站|千人KPOP派对2024.07.05 周五 20:00
【中国澳门】 新濠风尚呈献：「新濠尊属系列」 容祖儿ETERNITY演唱会20242024.07.13-08.25
【北京】 Click#15「疯客惊奇秀」巡演·上半场（北京站）2024.07.05 周五 20:30
【宁波】 THIRD PARTY @DOWNTOWN2024.07.13-07.14
【重庆】 2024光良「今晚我不孤独2.0」巡回演唱会重庆站2024.07.13 周六 19:30
【广州】 2024吴若希“IN.POSSIBLE”巡回音乐会-广州站2024.07.19 周五 20:00
【连云港】 许飞2024《生活不必太用力》连云港 | 连云港大剧院
【上海】 【任豪·EVOL星球飞天奇旅】见面会2024.07.14 周日 19:00
【南宁】 黄凯芹细听35周年演唱会-南宁站2024.08.10 周六 20:00
【广州】 灼海豚乐队「环球美梦」巡回演唱会—广州站2024.08.03 周六 19:30
【长沙】 2024艾怡良「不想忘记的名字们」巡演（长沙站）2024.08.03 周六 19:30
【佛山】 2024 现场时刻 音乐会2024.07.13 周六 20:00
【广州】 KPOPFM广州站千人KPOP派对2024.07.19 周五 20:00
【上海】 Alec Benjamin: 12 Notes Tour-上海站2024.08.02-08.03
【长沙】 陈雪凝「我新长出的犄角」2024全国巡演 长沙站2024.08.10 周六 20:00
【厦门】 KPOPCN厦门站|BIGBANG专场|千人KPOP派对2024.07.27 周六 20:00
【苏州】 倾爱多彩·巴萨诺瓦女王——小野丽莎2024唱游世界 音乐之旅2024.08.09 周五 20:00
【广州】 KPOPCN广州站|千人KPOP派对2024.07.28 周日 20:00
【长沙】 KPOPFM长沙站返场千人KPOP派对2024.07.27 周六 20:00
【北京】 凯瑟喵「猫猫假日2.0」2024夏日专场 北京站 嘉宾:王欣宇 张钰 墨谣2024.07.13 周六 20:00
【江门】 《经典金曲·唱响侨都》巅峰之夜群星演唱会2024.07.28 周日 19:30
【长沙】 Zkaaai-2024巡演长沙站2024.07.19 周五 20:00
【长春】 7.20夏日多巴胺电音节·长春站｜这个夏天，谈一场彩虹味的恋爱吧！酒水畅饮！超火TNT超燃开燥2024.07.20 周六 14:30
【无锡】 国缘V9——沙宝亮五二又回首全国巡演·无锡站无锡 | 无锡大剧院歌剧厅
【长沙】 《再回首·时代经典金曲演唱会》可选座
【深圳】 Zkaaai-2024巡演深圳站2024.07.07 周日 20:00
【中国香港】 首届ULTRA HongKong电子音乐节2024.09.14 周六 12:00
【厦门】 VaVa毛衍七「勇敢」世界巡回演唱会-厦门站「七夕专场」2024.08.10 周六 19:30
【青岛】 7.20夏日多巴胺电音节·青岛站｜这个夏天，谈一场彩虹味的恋爱吧！酒水畅饮！超火十二兽超燃开燥2024.07.20 周六 14:00
【成都】 【造音呈现】井迪「追光旅行」2024全国巡演 成都站 嘉宾:井胧2024.07.20 周六 20:00
【佛山】 “所以少年人”水木年华2024巡回演唱会-佛山站2024.09.07 周六 19:30
【郑州】 海阔天空 怀念家驹【海山】致敬BEYOND金曲演唱会郑州 | 河南省人民会堂
【杭州】 动力火车“都是因为爱”巡回演唱会-杭州站2024.07.27 周六 19:30
【合肥】 2024当我们谈论爱情梁静茹巡回演唱会-合肥站2024.09.15 周日 19:00
【合肥】 苏运莹「圆与自然」2024个人音乐会 合肥站2024.08.03 周六 20:00
【广州】 2024 汤宝如“如乐人生”巡回音乐会——广州站2024.07.21 周日 20:00
【重庆】 BOY STORY「LEVEL UP!」2024 FAN-LIVE TOUR特别巡演重庆站2024.07.13 周六 19:00
【济南】 KPOPFM济南站返场千人KPOP派对2024.08.17 周六 20:00
【济南】 动力火车“都是因为爱”巡回演唱会一济南站2024.08.10 周六 19:30
【深圳】 凯瑟喵「猫猫假日2.0」2024夏日巡演 深圳站 嘉宾:买辣椒也用券2024.07.21 周日 20:00
【南宁】 南拳妈妈我回来了巡回演唱会南宁站【加场】2024.08.23 周五 20:00
【武汉】 Macovaseas&Cashtrippy出来玩er武汉站2024.07.20 周六 20:00
【西安】 康姆士COM'Z 「致飞行女孩」2024 TOUR 西安专场 7/142024.07.14 周日 20:00
【长沙】 次元闪耀！！偶像与ACG音乐现场 长沙站丨StarRocket呈现 「关于二次元、地下偶像、ACG」2024.07.13 周六 19:00
【南京】 KPOPBOOM南京站｜千人KPOP超级派对2024.07.19 周五 20:00
【天津】 黄礼格「庆祝我们搞砸的一切」2024巡演 天津站2024.07.27 周六 19:30
【中国澳门】 2024 YENA崔叡娜 FAN CONCERT - SUPER YENA2024.07.06 周六 15:00
【沈阳】 三火Flame·夏季巡演沈阳站2024.07.06 周六 19:30
【杭州】 2024焦迈奇“游泳回家”巡回演唱会-杭州站2024.07.13 周六 19:30
【北京】 DOKI次元派对5.0·北京站｜二次元全女生酒局｜酒水畅饮｜蹦迪狂欢！｜随舞歌单｜仅面向女生2024.07.06 周六 13:30
【昆明】 南拳妈妈「我回来了」2024 巡回演唱会昆明站2024.09.06 周五 20:00
【广州】 【MJ迈克尔·杰克逊】“永远的迈克尔”世界巡回演唱会中国广州站2024.07.13 周六 19:30
【南昌】 KPOPCN南昌站|千人KPOP派对2024.07.12 周五 20:00
【北京】 Bruno Major Asia Tour 2024-北京站2024.08.29 周四 20:00
【贵阳】 沉舟乐队【野风入夜】2024巡演 贵阳站2024.07.06 周六 20:30
【成都】 【秀动呈献】ONER 「燃点」 ON FIRE 巡演-成都站2024.07.14 周日 19:30
【成都】 低苦艾 &脆莓降噪音乐会联合专场2024.07.19 周五 19:30
【成都】 于贞Ingrita「奇迹」2024全国巡演 （成都站）2024.07.20 周六 19:30
【成都】 凯瑟喵「猫猫假日2.0」2024夏日巡演 成都站 嘉宾:傅如乔2024.07.14 周日 20:00
【南京】 “所以少年人”水木年华 2024 巡回演唱会-南京站2024.07.13 周六 19:30
【广州】 Alec Benjamin: 12 Notes Tour-广州站2024.08.09-08.10
【广州】 黄礼格「庆祝我们搞砸的一切」2024巡演 广州站2024.08.23 周五 20:00
【杭州】 2024良渚古典音乐节 新魄力四重奏2024.07.19 周五 19:30
【上海】 韩国偶像剧OST《来自星星的你》韩剧主题曲演唱会可选座
【成都】 7.20夏日多巴胺电音节·成都站｜这个夏天，谈一场彩虹味的恋爱吧！｜超火VE·HOUSE｜酒水畅饮！2024.07.20 周六 14:00
【杭州】 2024良渚古典音乐节 亲子音乐会—古典音乐名曲启蒙2024.07.14 周日 10:00
【成都】 成都·时光代理人「惊喜节拍」LIVE｜2024音乐巡演2024.07.11 周四 20:00
【宁波】 【七夕专场·早鸟5折】台偶OST专场《流星花园》宝岛偶像剧主题曲演唱会可选座
【无锡】 KPOPBOOM无锡站｜千人KPOP超级派对2024.07.13 周六 20:00
【南京】 7.20夏日多巴胺电音节·南京站｜这个夏天，谈一场彩虹味的恋爱吧！酒水畅饮！超火KAOS超燃开燥2024.07.20 周六 15:00
【郑州】 刘大壮 会不会3.0 心动如初”2024“全国巡演（郑州站）特别生日场2024.08.25 周日 20:00
【武汉】 J.Sheon庄珣 2024「别问很可怕」巡演（武汉站）2024.08.17 周六 19:30
【宁波】 《请回答1988》韩剧主题曲演唱会可选座
【台州】 《致敬传奇·海阔天空--纪念beyond经典金曲演唱会》台州站可选座
【杭州】 Alec Benjamin: 12 Notes Tour-杭州站2024.08.05 周一 20:00
【成都】 Alec Benjamin: 12 Notes Tour-成都站2024.07.29 周一 20:00
【深圳】 Vicky宣宣「绽放」专场演唱会暨粉丝见面会2024.08.04 周日 20:00
【潍坊】 七夕情人节演唱会【爱你爱到700岁】每天都是恋爱ing!(潍坊站）2024.08.10 周六 20:00
【郑州】 「奇迹の闪耀」巡回动漫演唱会-郑州站2024.09.15 周日 19:30
【深圳】 陈雪凝「我新长出的犄角」2024全国巡演深圳站2024.07.12 周五 20:30
【上海】 TK from 凛冽时雨2024巡演-上海站2024.07.10 周三 20:00
【沈阳】 Zkaaai-2024巡演沈阳站2024.07.26 周五 20:00
【福州】 KPOPBOOM福州站｜千人KPOP超级派对2024.07.26 周五 20:00
【天津】 2024枯木逢春「人间八万里 」巡回演唱会 天津站2024.08.10 周六 20:00
【扬州】 白蓝动漫音乐嘉年华2024.08.10-08.11
【杭州】 刘大壮 会不会3.0 心动如初”2024“全国巡演（杭州站）2024.07.20 周六 20:00
【中国澳门】 Jeff Satur : Space Shuttle No.8 Asia Tour - PHASE 2 in Macau2024.09.21 周六 18:00
【成都】 J.Sheon庄珣 2024「 别问很可怕」巡演 ·成都站2024.07.13 周六 19:30
【上海】 圣代x懒惰landuo「无冕之王」巡演 上海站2024.08.18 周日 20:00
【深圳】 《再回首》经典时代金曲演唱会可选座
【广州】 「2024中国BBOX锦标赛」「张嘴就来BEATBOX巡演」-广州站2024.08.16-08.17
【苏州】 苏州【Love Story】霉霉粉丝派对2024.07.05 周五 20:00
【北京】 灼海豚乐队「环球美梦」巡回演唱会—北京站2024.07.20 周六 19:30
【佛山】 2024当我们谈论爱情梁静茹世界巡回演唱会-佛山站2024.08.10 周六 19:00
【海口】 KPF-KpopFamily室内音乐节·海口站（畅饮）2024.07.13 周六 20:00
【重庆】 POPMIX 重庆站 ｜Taylor Swift Fan Party 酒水畅饮霉粉派对2024.07.26 周五 19:30
【上海】 洪佩瑜「明室 Silver Lining」2024巡演上海站2024.07.06 周六 20:00
【重庆】 KPOPBOOM重庆站｜千人KPOP超级派对2024.07.07 周日 20:00
【重庆】 纪念家驹 31 周年致敬 beyond 海阔天空演唱会可选座
【深圳】 2024枯木逢春「人间八万里 」巡回演唱会 深圳站2024.07.13 周六 20:00
【太原】 POPMIX 太原站 ｜Taylor Swift Fan Party 酒水畅饮霉粉派对2024.07.05 周五 19:30
【上海】 刘大壮 会不会3.0 心动如初”2024“全国巡演（上海站）2024.07.06 周六 20:00
【东莞】 《致敬传奇·海阔天空--纪念beyond经典金曲演唱会》可选座
【杭州】 郑晟河 吉他演奏会巡演 杭州站2024.08.31 周六 19:30
【南京】 KPOPMASTER南京|BTS十一周年专场派对2024.07.05 周五 20:00
【石家庄】 【秀动呈献】ONER 「燃点」 ON FIRE 巡演-石家庄站2024.08.09 周五 19:30
【杭州】 2024良渚古典音乐节 “大赋格”&音尚四重奏音乐会2024.07.15 周一 19:30
【北京】 「说唱嘉年华」北京硬核帅哥聚齐半年度最后的大聚会 |说唱梦工厂&中国新说唱实力展演北京站2024.07.04 周四 19:40
【北京】 倒带2007·青春日不落演唱会——一键回到华语乐坛黄金年代(北京站）2024.08.24 周六 20:00
【呼和浩特】 KpopNOW呼和浩特站｜室内KPOP派对【嘻哈特别环节】2024.08.24 周六 19:00
【深圳】 7.20夏日多巴胺电音节·深圳站｜这个夏天，谈一场彩虹味的恋爱吧！酒水畅饮！超火ARENA夏日开燥！2024.07.20 周六 14:00
【南宁】 KPOPCN南宁站|千人KPOP派对2024.07.06 周六 20:00
【西安】 KPOPFM西安站返场千人KPOP派对2024.07.26 周五 20:00
【哈尔滨】 『哈尔滨』七夕情人节“一生中最爱”情歌演唱会|七夕经典，情侣必看，现场体验沉浸式恋爱2024.08.10 周六 20:00
【西安】 裁缝铺“来了”2024巡演西安站2024.10.25 周五 20:00
【佛山】 2024 李彩桦Rain Love is in the air 巡回演唱会-佛山站2024.08.03 周六 20:00
【上海】 【7月14日】2024三浦凉介粉丝见面会&迷你演唱会in上海2024.07.14 周日
【烟台】 《致敬传奇·海阔天空--纪念 Beyond 经典金曲演唱会》（租场代售）可选座
【苏州】 Crispy脆乐团「爱是我们必经的辛苦」苏州站2024.08.11 周日 20:00
【福州】 KPF-KpopFamily室内音乐节·福州站（畅饮）2024.07.27 周六 20:00
【南昌】 倒带2007·青春日不落演唱会——一键回到华语乐坛黄金年代(南昌站）2024.07.20 周六 20:00
【天津】 南拳妈妈「我回来了」2024巡回演唱会—天津站2024.07.27 周六 20:00
【长沙】 KPOPBOOM长沙站｜千人KPOP超级派对2024.07.12 周五 20:00
【深圳】 《请回答1988》韩剧主题曲演唱会可选座
【西安】 【西安】唐蒜铺子脱口秀【钟楼易俗店】｜西安必打卡知名厂牌｜爆笑脱口秀演出现场2024.07.06-12.01
【长沙】 王澳楠个人专场第四站——“长沙E报”！2024.08.03 周六 20:00
【温州】 KPOPBOOM温州站｜千人KPOP超级派对2024.07.14 周日 20:00
【南昌】 “想见你”七夕情歌演唱会2024.08.10 周六 20:00
【杭州】 裁缝铺“来了”2024巡演杭州站2024.09.07 周六 20:00
